278.0,160.0,0
261.0,149.0,0
275.0,180.0,0
272.0,150.0,0
259.0,164.0,0
246.0,156.0,0
270.0,172.0,0
268.0,171.0,0
266.0,142.0,0
248.0,140.0,0
412.0,72.0,1
402.0,71.0,1
400.0,78.0,1
401.0,71.0,1
448.0,79.0,1
443.0,85.0,1
402.0,72.0,1
422.0,40.0,1
424.0,50.0,1
411.0,44.0,1
417.0,102.0,1
417.0,66.0,1
425.0,82.0,1
419.0,72.0,1
412.0,90.0,1
413.0,81.0,1
418.0,72.0,1
410.0,103.0,1
399.0,102.0,1
404.0,63.0,1
411.0,58.0,1
438.0,56.0,1
404.0,67.0,1
402.0,73.0,1
397.0,14.0,1
445.0,63.0,1
422.0,87.0,1
403.0,44.0,1
434.0,73.0,1
424.0,72.0,1
413.0,38.0,1
402.0,87.0,1
431.0,97.0,1
409.0,70.0,1
404.0,43.0,1
405.0,80.0,1
409.0,22.0,1
446.0,76.0,1
421.0,76.0,1
420.0,72.0,1
426.0,44.0,1
390.0,79.0,1
231.0,144.0,2
180.0,186.0,2
218.0,167.0,2
234.0,154.0,2
178.0,113.0,2
228.0,155.0,2
231.0,143.0,2
153.0,130.0,2
221.0,153.0,2
100.0,12.0,3
70.0,88.0,3
95.0,63.0,3
143.0,76.0,3
91.0,162.0,3
92.0,64.0,3
83.0,154.0,3
106.0,66.0,3
45.0,196.0,3
101.0,59.0,3
102.0,60.0,3
51.0,164.0,3
87.0,186.0,3
82.0,173.0,3
99.0,202.0,3
81.0,78.0,3
141.0,53.0,3
75.0,203.0,3
49.0,183.0,3
69.0,213.0,3
68.0,182.0,3
103.0,87.0,3
90.0,201.0,3
102.0,178.0,3
93.0,64.0,3
102.0,189.0,3
103.0,178.0,3
58.0,173.0,3
46.0,208.0,3
93.0,218.0,3
102.0,47.0,3
89.0,202.0,3
63.0,197.0,3
102.0,42.0,3
59.0,158.0,3
72.0,190.0,3
70.0,163.0,3
98.0,66.0,3
152.0,286.0,4
167.0,293.0,4
203.0,277.0,4
185.0,265.0,4
205.0,265.0,4
154.0,260.0,4
159.0,271.0,4
176.0,276.0,4
149.0,274.0,4
179.0,251.0,4
172.0,304.0,4
158.0,250.0,4
187.0,305.0,4
164.0,283.0,4
182.0,289.0,4
144.0,263.0,4
171.0,264.0,4
198.0,296.0,4
190.0,278.0,4
138.0,278.0,4
143.0,292.0,4
203.0,332.0,4
155.0,301.0,4
194.0,258.0,4
368.0,203.0,5
368.0,192.0,5
397.0,210.0,5
388.0,207.0,5
352.0,193.0,5
386.0,196.0,5
373.0,208.0,5
381.0,206.0,5
370.0,217.0,5
396.0,196.0,5
314.0,254.0,5
382.0,217.0,5
393.0,203.0,5
391.0,189.0,5
375.0,193.0,5
368.0,198.0,5
378.0,199.0,5
375.0,202.0,5
379.0,187.0,5
392.0,215.0,5
247.0,60.0,6
251.0,71.0,6
218.0,65.0,6
248.0,84.0,6
240.0,55.0,6
244.0,28.0,6
227.0,73.0,6
231.0,61.0,6
240.0,32.0,6
250.0,57.0,6
298.0,46.0,6
269.0,59.0,6
267.0,40.0,6
28.0,291.0,7
62.0,301.0,7
30.0,316.0,7
65.0,301.0,7
62.0,276.0,7
58.0,286.0,7
63.0,301.0,7
51.0,301.0,7
53.0,310.0,7
66.0,285.0,7
61.0,301.0,7
43.0,293.0,7
43.0,281.0,7
37.0,296.0,7
80.0,265.0,7
76.0,289.0,7
63.0,329.0,7
60.0,301.0,7
64.0,301.0,7
52.0,291.0,7
62.0,318.0,7
80.0,301.0,7
49.0,319.0,7
72.0,319.0,7
50.0,275.0,7
75.0,301.0,7
41.0,327.0,7
66.0,301.0,7
40.0,309.0,7
29.0,301.0,7
226.0,189.0,8
250.0,177.0,8
239.0,199.0,8
236.0,171.0,8
244.0,166.0,8
244.0,180.0,8
260.0,195.0,8
250.0,167.0,8
219.0,179.0,8
242.0,167.0,8
250.0,188.0,8
237.0,183.0,8
251.0,198.0,8
332.0,337.0,9
330.0,328.0,9
442.0,309.0,9
356.0,309.0,9
319.0,287.0,9
338.0,300.0,9
332.0,311.0,9
442.0,321.0,9
324.0,319.0,9
474.0,304.0,9
464.0,308.0,9
464.0,303.0,9
349.0,331.0,9
470.0,326.0,9
451.0,326.0,9
323.0,309.0,9
447.0,292.0,9
464.0,306.0,9
473.0,316.0,9
343.0,311.0,9
479.0,290.0,9
470.0,292.0,9
332.0,282.0,9
465.0,302.0,9
355.0,321.0,9
328.0,291.0,9
313.0,329.0,9
306.0,323.0,9
459.0,311.0,9
315.0,304.0,9
460.0,296.0,9
343.0,321.0,9
454.0,286.0,9
318.0,314.0,9
465.0,307.0,9
466.0,304.0,9
465.0,306.0,9
343.0,290.0,9
485.0,318.0,9
467.0,255.0,9
460.0,318.0,9
466.0,309.0,9
461.0,280.0,9
466.0,306.0,9
323.0,336.0,9
483.0,301.0,9
354.0,300.0,9
450.0,299.0,9
324.0,299.0,9
306.0,298.0,9
306.0,313.0,9
451.0,307.0,9
