106	66
70	88
103	87
240	55
240	32
218	65
231	61
247	60
269	59
267	40
251	71
227	73
244	28
250	57
101	59
102	60
92	64
93	64
95	63
98	66
102	47
81	78
404	67
412	72
403	44
411	44
413	38
422	40
426	44
438	56
434	73
448	79
445	63
446	76
443	85
431	97
410	103
399	102
417	102
390	79
402	71
402	73
418	72
419	72
420	72
402	72
51	164
49	183
45	196
46	208
69	213
63	197
68	182
70	163
91	162
82	173
87	186
89	202
93	218
99	202
102	189
102	178
103	178
90	201
58	173
59	158
83	154
75	203
231	143
228	155
218	167
219	179
226	189
239	199
260	195
275	180
278	160
266	142
248	140
231	144
246	156
261	149
259	164
250	177
236	171
237	183
250	188
244	166
234	154
270	172
244	180
221	153
272	150
268	171
251	198
250	167
102	42
51	301
60	301
80	301
61	301
62	301
63	301
64	301
65	301
66	301
75	301
29	301
43	281
50	275
58	286
62	276
66	285
76	289
72	319
63	329
41	327
30	316
28	291
37	296
40	309
49	319
62	318
43	293
52	291
53	310
158	250
144	263
176	276
159	271
152	286
172	304
198	296
194	258
179	251
203	277
190	278
167	293
171	264
138	278
143	292
155	301
187	305
182	289
154	260
164	283
185	265
205	265
149	274
465	306
464	306
466	306
465	302
464	303
466	304
465	307
464	308
466	309
447	292
461	280
470	292
442	309
451	326
470	326
485	318
483	301
479	290
451	307
460	318
473	316
454	286
460	296
474	304
442	321
450	299
459	311
332	311
319	287
306	313
332	337
356	309
343	290
313	329
306	298
349	331
332	282
354	300
324	299
318	314
330	328
343	321
338	300
343	311
315	304
324	319
355	321
328	291
323	309
323	336
306	323
375	202
378	199
381	206
373	208
368	203
368	198
375	193
386	196
388	207
382	217
370	217
392	215
393	203
391	189
409	70
413	81
421	76
417	66
422	87
405	80
425	82
412	90
424	72
401	71
404	63
411	58
400	78
396	196
379	187
397	210
368	192
402	87
352	193
141	53
143	76
248	84
242	167
72	190

153	130
178	113
180	186
80	265
203	332
314	254
298	46
397	14
404	43
409	22
424	50
467	255
100	12
